Ciudad,Fecha,Temperatura
Medellin,20/06/2022,20.2
Cali,20/06/2022,29.1
Barranquilla,20/06/2022,32.3
Cartagena,20/06/2022,30.5
Bogota,21/06/2022,14.3
Medellin,21/06/2022,22.3
Cali,21/06/2022,26.7
Barranquilla,21/06/2022,28.8
Cartagena,21/06/2022,28.6
Bogota,22/06/2022,16.5
Medellin,22/06/2022,21.5
Cali,22/06/2022,28.3
Barranquilla,22/06/2022,33.2
Cartagena,22/06/2022,27.7
Bogota,23/06/2022,12.4
Medellin,23/06/2022,22.2
Cali,23/06/2022,29.6
Barranquilla,23/06/2022,31.5
Cartagena,23/06/2022,28.3
Bogota,24/06/2022,15.5
Medellin,24/06/2022,20.6
Cali,24/06/2022,26.2
Barranquilla,24/06/2022,28.3
Cartagena,24/06/2022,27.6
Bogota,25/06/2022,16.3
Medellin,25/06/2022,25.2
Cali,25/06/2022,27.9
Barranquilla,25/06/2022,32.5
Cartagena,25/06/2022,28.6
Bogota,26/06/2022,12.4
Medellin,26/06/2022,24.7
Cali,26/06/2022,25.7
Barranquilla,26/06/2022,31.6
Cartagena,26/06/2022,28.3
Bogota,27/06/2022,15.1
Medellin,27/06/2022,24.2
Cali,27/06/2022,25.6
Barranquilla,27/06/2022,32.3
Cartagena,27/06/2022,30.2
Bogota,28/06/2022,14.3
Medellin,28/06/2022,24.6
Cali,28/06/2022,25.9
Barranquilla,28/06/2022,31.4
Cartagena,28/06/2022,28.4
Bogota,29/06/2022,13.6
Medellin,29/06/2022,24.7
Cali,29/06/2022,27.7
Barranquilla,29/06/2022,30.2
Cartagena,29/06/2022,29.8
Bogota,30/06/2022,14.6
Medellin,30/06/2022,25.0
Cali,30/06/2022,29.5
Barranquilla,30/06/2022,33.6
Cartagena,30/06/2022,32.6
Bogota,01/07/2022,12.9
Medellin,01/07/2022,25.4
Cali,01/07/2022,26.1
Barranquilla,01/07/2022,31.5
Cartagena,01/07/2022,30.2
Bogota,02/07/2022,16.4
Medellin,02/07/2022,23.9
Cali,02/07/2022,26.3
Barranquilla,02/07/2022,32.5
Cartagena,02/07/2022,27.5
Bogota,03/07/2022,14.3
Medellin,03/07/2022,25.6
Cali,03/07/2022,26.6
Barranquilla,03/07/2022,33.3
Cartagena,03/07/2022,29.2
Bogota,04/07/2022,15.8
Medellin,04/07/2022,25.8
Cali,04/07/2022,29.7
Barranquilla,04/07/2022,28.0
Cartagena,04/07/2022,29.5
Bogota,05/07/2022,12.8
Medellin,05/07/2022,21.9
Cali,05/07/2022,29.2
Barranquilla,05/07/2022,33.8
Cartagena,05/07/2022,30.1
Bogota,06/07/2022,13.7
Medellin,06/07/2022,23.7
Cali,06/07/2022,28.7
Barranquilla,06/07/2022,31.5
Cartagena,06/07/2022,32.3
Bogota,07/07/2022,16.3
Medellin,07/07/2022,20.9
Cali,07/07/2022,25.5
Barranquilla,07/07/2022,30.3
Cartagena,07/07/2022,32.3
Bogota,08/07/2022,14.2
Medellin,08/07/2022,24.0
Cali,08/07/2022,27.8
Barranquilla,08/07/2022,33.2
Cartagena,08/07/2022,28.8
Bogota,09/07/2022,13.0
Medellin,09/07/2022,22.0
Cali,09/07/2022,29.5
Barranquilla,09/07/2022,29.8
Cartagena,09/07/2022,32.8
Bogota,10/07/2022,14.9
Medellin,10/07/2022,21.8
Cali,10/07/2022,29.1
Barranquilla,10/07/2022,29.9
Cartagena,10/07/2022,32.0
Bogota,11/07/2022,13.8
Medellin,11/07/2022,22.9
Cali,11/07/2022,29.4
Barranquilla,11/07/2022,29.3
Cartagena,11/07/2022,32.8
Bogota,12/07/2022,15.7
Medellin,12/07/2022,23.0
Cali,12/07/2022,24.3
Barranquilla,12/07/2022,32.3
Cartagena,12/07/2022,29.6
Bogota,13/07/2022,16.2
Medellin,13/07/2022,25.0
Cali,13/07/2022,26.1
Barranquilla,13/07/2022,33.1
Cartagena,13/07/2022,31.0
Bogota,14/07/2022,13.9
Medellin,14/07/2022,24.5
Cali,14/07/2022,27.1
Barranquilla,14/07/2022,29.5
Cartagena,14/07/2022,32.7
Bogota,15/07/2022,15.6
Medellin,15/07/2022,25.1
Cali,15/07/2022,24.8
Barranquilla,15/07/2022,30.9
Cartagena,15/07/2022,29.0
Bogota,16/07/2022,15.5
Medellin,16/07/2022,22.4
Cali,16/07/2022,28.0
Barranquilla,16/07/2022,29.4
Cartagena,16/07/2022,29.5
Bogota,17/07/2022,13.7
Medellin,17/07/2022,23.4
Cali,17/07/2022,27.8
Barranquilla,17/07/2022,29.5
Cartagena,17/07/2022,32.7
Bogota,18/07/2022,12.3
Medellin,18/07/2022,21.6
Cali,18/07/2022,29.2
Barranquilla,18/07/2022,29.9
Cartagena,18/07/2022,29.8
Bogota,19/07/2022,13.5
Medellin,19/07/2022,20.5
Cali,19/07/2022,26.6
Barranquilla,19/07/2022,33.3
Cartagena,19/07/2022,30.6
Bogota,20/07/2022,14.4
Medellin,20/07/2022,23.7
Cali,20/07/2022,26.2
Barranquilla,20/07/2022,30.2
Cartagena,20/07/2022,30.3
Bogota,21/07/2022,14.1
Medellin,21/07/2022,21.9
Cali,21/07/2022,26.9
Barranquilla,21/07/2022,32.3
Cartagena,21/07/2022,28.5
Bogota,22/07/2022,16.1
Medellin,22/07/2022,23.9
Cali,22/07/2022,28.1
Barranquilla,22/07/2022,33.5
Cartagena,22/07/2022,28.6
Bogota,23/07/2022,14.0
Medellin,23/07/2022,20.4
Cali,23/07/2022,29.1
Barranquilla,23/07/2022,29.1
Cartagena,23/07/2022,28.9
Bogota,24/07/2022,12.2
Medellin,24/07/2022,20.6
Cali,24/07/2022,26.7
Barranquilla,24/07/2022,29.1
Cartagena,24/07/2022,28.6
Bogota,25/07/2022,12.1
Medellin,25/07/2022,21.0
Cali,25/07/2022,29.0
Barranquilla,25/07/2022,31.8
Cartagena,25/07/2022,29.0
Bogota,26/07/2022,12.8
Medellin,26/07/2022,20.2
Cali,26/07/2022,27.2
Barranquilla,26/07/2022,30.0
Cartagena,26/07/2022,31.5
Bogota,27/07/2022,13.5
Medellin,27/07/2022,22.4
Cali,27/07/2022,24.8
Barranquilla,27/07/2022,31.5
Cartagena,27/07/2022,32.2
Bogota,28/07/2022,16.9
Medellin,28/07/2022,23.3
Cali,28/07/2022,26.2
Barranquilla,28/07/2022,33.4
Cartagena,28/07/2022,28.4
Bogota,29/07/2022,15.7
Medellin,29/07/2022,21.6
Cali,29/07/2022,27.8
Barranquilla,29/07/2022,33.9
Cartagena,29/07/2022,31.5
Bogota,30/07/2022,16.8
Medellin,30/07/2022,21.5
Cali,30/07/2022,26.4
Barranquilla,30/07/2022,28.5
Cartagena,30/07/2022,31.5
Bogota,31/07/2022,14.7
Medellin,31/07/2022,23.5
Cali,31/07/2022,27.3
Barranquilla,31/07/2022,33.2
Cartagena,31/07/2022,30.8
Bogota,01/08/2022,16.2
Medellin,01/08/2022,24.5
Cali,01/08/2022,24.2
Barranquilla,01/08/2022,28.3
Cartagena,01/08/2022,27.5
Bogota,02/08/2022,12.5
Medellin,02/08/2022,24.7
Cali,02/08/2022,29.2
Barranquilla,02/08/2022,30.4
Cartagena,02/08/2022,28.4
Bogota,03/08/2022,16.2
Medellin,03/08/2022,21.0
Cali,03/08/2022,24.3
Barranquilla,03/08/2022,31.5
Cartagena,03/08/2022,29.3
Bogota,04/08/2022,14.9
Medellin,04/08/2022,23.3
Cali,04/08/2022,28.4
Barranquilla,04/08/2022,28.9
Cartagena,04/08/2022,27.7
Bogota,05/08/2022,13.3
Medellin,05/08/2022,25.8
Cali,05/08/2022,28.2
Barranquilla,05/08/2022,30.6
Cartagena,05/08/2022,28.8
Bogota,06/08/2022,14.0
Medellin,06/08/2022,23.2
Cali,06/08/2022,24.7
Barranquilla,06/08/2022,32.4
Cartagena,06/08/2022,32.5
Bogota,07/08/2022,14.2
Medellin,07/08/2022,24.2
Cali,07/08/2022,29.1
Barranquilla,07/08/2022,30.6
Cartagena,07/08/2022,31.5
Bogota,08/08/2022,13.7
Medellin,08/08/2022,20.1
Cali,08/08/2022,30.0
Barranquilla,08/08/2022,33.9
Cartagena,08/08/2022,32.6
Bogota,09/08/2022,16.7
Medellin,09/08/2022,22.6
Cali,09/08/2022,29.5
Barranquilla,09/08/2022,29.0
Cartagena,09/08/2022,29.6
Bogota,10/08/2022,15.4
Medellin,10/08/2022,24.5
Cali,10/08/2022,29.7
Barranquilla,10/08/2022,30.2
Cartagena,10/08/2022,30.5
Bogota,11/08/2022,13.5
Medellin,11/08/2022,21.1
Cali,11/08/2022,27.9
Barranquilla,11/08/2022,28.6
Cartagena,11/08/2022,29.0
Bogota,12/08/2022,14.0
Medellin,12/08/2022,21.0
Cali,12/08/2022,25.6
Barranquilla,12/08/2022,32.9
Cartagena,12/08/2022,32.0
Bogota,13/08/2022,15.7
Medellin,13/08/2022,23.4
Cali,13/08/2022,26.5
Barranquilla,13/08/2022,30.2
Cartagena,13/08/2022,30.0
Bogota,14/08/2022,13.4
Medellin,14/08/2022,26.0
Cali,14/08/2022,26.4
Barranquilla,14/08/2022,31.0
Cartagena,14/08/2022,32.3
Bogota,15/08/2022,12.2
Medellin,15/08/2022,23.1
Cali,15/08/2022,28.7
Barranquilla,15/08/2022,30.0
Cartagena,15/08/2022,29.5
Bogota,16/08/2022,14.8
Medellin,16/08/2022,21.9
Cali,16/08/2022,24.9
Barranquilla,16/08/2022,32.7
Cartagena,16/08/2022,29.0
Bogota,17/08/2022,15.8
Medellin,17/08/2022,21.3
Cali,17/08/2022,29.6
Barranquilla,17/08/2022,29.5
Cartagena,17/08/2022,31.3
Bogota,18/08/2022,15.4
Medellin,18/08/2022,25.5
Cali,18/08/2022,28.0
Barranquilla,18/08/2022,30.4
Cartagena,18/08/2022,30.7
Bogota,19/08/2022,15.7
Medellin,19/08/2022,24.3
Cali,19/08/2022,26.5
Barranquilla,19/08/2022,33.4
Cartagena,19/08/2022,29.5
Bogota,20/08/2022,13.9
Medellin,20/08/2022,24.4
Cali,20/08/2022,27.5
Barranquilla,20/08/2022,32.1
Cartagena,20/08/2022,32.1
Bogota,21/08/2022,14.2
Medellin,21/08/2022,21.1
Cali,21/08/2022,29.1
Barranquilla,21/08/2022,28.2
Cartagena,21/08/2022,29.4
Bogota,22/08/2022,12.4
Medellin,22/08/2022,24.3
Cali,22/08/2022,25.6
Barranquilla,22/08/2022,29.8
Cartagena,22/08/2022,32.1
Bogota,23/08/2022,16.4
Medellin,23/08/2022,23.7
Cali,23/08/2022,26.9
Barranquilla,23/08/2022,30.0
Cartagena,23/08/2022,29.8
Bogota,24/08/2022,13.0
Medellin,24/08/2022,25.7
Cali,24/08/2022,24.6
Barranquilla,24/08/2022,30.5
Cartagena,24/08/2022,28.7
Bogota,25/08/2022,15.2
Medellin,25/08/2022,21.3
Cali,25/08/2022,25.0
Barranquilla,25/08/2022,33.6
Cartagena,25/08/2022,28.5
Bogota,26/08/2022,16.5
Medellin,26/08/2022,24.3
Cali,26/08/2022,25.2
Barranquilla,26/08/2022,31.5
Cartagena,26/08/2022,32.7
Bogota,27/08/2022,13.8
Medellin,27/08/2022,23.7
Cali,27/08/2022,27.8
Barranquilla,27/08/2022,31.6
Cartagena,27/08/2022,27.4
Bogota,28/08/2022,14.9
Medellin,28/08/2022,22.5
Cali,28/08/2022,26.8
Barranquilla,28/08/2022,31.5
Cartagena,28/08/2022,30.2
Bogota,29/08/2022,13.5
Medellin,29/08/2022,21.4
Cali,29/08/2022,25.6
Barranquilla,29/08/2022,28.8
Cartagena,29/08/2022,32.4
Bogota,30/08/2022,15.1
Medellin,30/08/2022,21.8
Cali,30/08/2022,29.7
Barranquilla,30/08/2022,31.7
Cartagena,30/08/2022,30.1
Bogota,31/08/2022,15.0
Medellin,31/08/2022,22.7
Cali,31/08/2022,26.8
Barranquilla,31/08/2022,28.1
Cartagena,31/08/2022,27.8
Bogota,01/09/2022,12.9
Medellin,01/09/2022,21.3
Cali,01/09/2022,28.0
Barranquilla,01/09/2022,30.5
Cartagena,01/09/2022,30.9
Bogota,02/09/2022,14.7
Medellin,02/09/2022,23.0
Cali,02/09/2022,27.1
Barranquilla,02/09/2022,29.0
Cartagena,02/09/2022,28.4
Bogota,03/09/2022,12.7
Medellin,03/09/2022,21.0
Cali,03/09/2022,26.0
Barranquilla,03/09/2022,31.0
Cartagena,03/09/2022,32.8
Bogota,04/09/2022,15.2
Medellin,04/09/2022,23.4
Cali,04/09/2022,27.2
Barranquilla,04/09/2022,33.7
Cartagena,04/09/2022,28.5
Bogota,05/09/2022,15.4
Medellin,05/09/2022,25.0
Cali,05/09/2022,28.3
Barranquilla,05/09/2022,33.0
Cartagena,05/09/2022,32.3
Bogota,06/09/2022,14.7
Medellin,06/09/2022,20.6
Cali,06/09/2022,25.0
Barranquilla,06/09/2022,31.4
Cartagena,06/09/2022,29.7
Bogota,07/09/2022,15.1
Medellin,07/09/2022,25.4
Cali,07/09/2022,24.4
Barranquilla,07/09/2022,29.3
Cartagena,07/09/2022,29.7
Bogota,08/09/2022,15.4
Medellin,08/09/2022,24.5
Cali,08/09/2022,25.8
Barranquilla,08/09/2022,28.4
Cartagena,08/09/2022,28.8
Bogota,09/09/2022,14.1
Medellin,09/09/2022,20.1
Cali,09/09/2022,27.8
Barranquilla,09/09/2022,30.6
Cartagena,09/09/2022,30.6
Bogota,10/09/2022,12.1
Medellin,10/09/2022,22.0
Cali,10/09/2022,27.4
Barranquilla,10/09/2022,33.4
Cartagena,10/09/2022,31.6
Bogota,11/09/2022,12.7
Medellin,11/09/2022,22.8
Cali,11/09/2022,25.4
Barranquilla,11/09/2022,33.7
Cartagena,11/09/2022,27.7
Bogota,12/09/2022,12.7
Medellin,12/09/2022,20.8
Cali,12/09/2022,24.4
Barranquilla,12/09/2022,31.8
Cartagena,12/09/2022,28.1
Bogota,13/09/2022,12.5
Medellin,13/09/2022,22.1
Cali,13/09/2022,28.1
Barranquilla,13/09/2022,31.4
Cartagena,13/09/2022,27.3
Bogota,14/09/2022,16.4
Medellin,14/09/2022,24.3
Cali,14/09/2022,26.1
Barranquilla,14/09/2022,30.6
Cartagena,14/09/2022,31.7
Bogota,15/09/2022,15.0
Medellin,15/09/2022,20.3
Cali,15/09/2022,29.9
Barranquilla,15/09/2022,31.4
Cartagena,15/09/2022,27.7
Bogota,16/09/2022,14.9
Medellin,16/09/2022,22.1
Cali,16/09/2022,26.1
Barranquilla,16/09/2022,31.8
Cartagena,16/09/2022,32.9
Bogota,17/09/2022,16.3
Medellin,17/09/2022,25.4
Cali,17/09/2022,25.3
Barranquilla,17/09/2022,33.4
Cartagena,17/09/2022,32.9
Bogota,18/09/2022,13.5
Medellin,18/09/2022,22.9
Cali,18/09/2022,28.4
Barranquilla,18/09/2022,29.3
Cartagena,18/09/2022,29.4
Bogota,19/09/2022,16.5
Medellin,19/09/2022,25.8
Cali,19/09/2022,27.7
Barranquilla,19/09/2022,31.3
Cartagena,19/09/2022,28.4
Bogota,20/09/2022,14.4
Medellin,20/09/2022,22.7
Cali,20/09/2022,28.7
Barranquilla,20/09/2022,30.6
Cartagena,20/09/2022,27.2
Bogota,21/09/2022,14.6
Medellin,21/09/2022,20.5
Cali,21/09/2022,29.1
Barranquilla,21/09/2022,28.3
Cartagena,21/09/2022,31.8
Bogota,22/09/2022,12.5
Medellin,22/09/2022,22.3
Cali,22/09/2022,27.3
Barranquilla,22/09/2022,31.3
Cartagena,22/09/2022,28.9
Bogota,23/09/2022,13.7
Medellin,23/09/2022,24.9
Cali,23/09/2022,25.0
Barranquilla,23/09/2022,32.4
Cartagena,23/09/2022,27.9
Bogota,24/09/2022,14.2
Medellin,24/09/2022,20.7
Cali,24/09/2022,27.9
Barranquilla,24/09/2022,32.3
Cartagena,24/09/2022,32.8
Bogota,25/09/2022,13.4
Medellin,25/09/2022,22.5
Cali,25/09/2022,26.0
Barranquilla,25/09/2022,29.2
Cartagena,25/09/2022,32.3
Bogota,26/09/2022,12.8
Medellin,26/09/2022,23.5
Cali,26/09/2022,28.4
Barranquilla,26/09/2022,31.3
Cartagena,26/09/2022,27.4
Bogota,27/09/2022,12.6
Medellin,27/09/2022,25.9
Cali,27/09/2022,27.5
Barranquilla,27/09/2022,32.7
Cartagena,27/09/2022,30.9
Bogota,28/09/2022,12.3
Medellin,28/09/2022,25.3
Cali,28/09/2022,27.3
Barranquilla,28/09/2022,33.3
Cartagena,28/09/2022,27.4
Bogota,29/09/2022,13.4
Medellin,29/09/2022,25.6
Cali,29/09/2022,26.1
Barranquilla,29/09/2022,29.6
Cartagena,29/09/2022,27.5
Bogota,30/09/2022,15.7
Medellin,30/09/2022,25.6
Cali,30/09/2022,27.3
Barranquilla,30/09/2022,32.4
Cartagena,30/09/2022,28.3
Bogota,01/10/2022,16.0
Medellin,01/10/2022,23.7
Cali,01/10/2022,29.0
Barranquilla,01/10/2022,33.0
Cartagena,01/10/2022,32.5
Bogota,02/10/2022,14.6
Medellin,02/10/2022,22.1
Cali,02/10/2022,25.3
Barranquilla,02/10/2022,32.5
Cartagena,02/10/2022,30.7
Bogota,03/10/2022,12.6
Medellin,03/10/2022,24.1
Cali,03/10/2022,26.2
Barranquilla,03/10/2022,32.9
Cartagena,03/10/2022,27.8
Bogota,04/10/2022,16.2
Medellin,04/10/2022,23.5
Cali,04/10/2022,29.9
Barranquilla,04/10/2022,31.1
Cartagena,04/10/2022,32.5
Bogota,05/10/2022,16.4
Medellin,05/10/2022,25.0
Cali,05/10/2022,29.7
Barranquilla,05/10/2022,30.9
Cartagena,05/10/2022,29.8
Bogota,06/10/2022,12.8
Medellin,06/10/2022,21.3
Cali,06/10/2022,25.1
Barranquilla,06/10/2022,29.7
Cartagena,06/10/2022,31.0
Bogota,07/10/2022,13.2
Medellin,07/10/2022,20.7
Cali,07/10/2022,27.4
Barranquilla,07/10/2022,32.5
Cartagena,07/10/2022,31.0
Bogota,08/10/2022,14.4
Medellin,08/10/2022,23.4
Cali,08/10/2022,25.3
Barranquilla,08/10/2022,30.2
Cartagena,08/10/2022,28.0
Bogota,09/10/2022,13.7
Medellin,09/10/2022,25.6
Cali,09/10/2022,25.4
Barranquilla,09/10/2022,29.7
Cartagena,09/10/2022,27.2
Bogota,10/10/2022,16.4
Medellin,10/10/2022,24.3
Cali,10/10/2022,26.4
Barranquilla,10/10/2022,32.7
Cartagena,10/10/2022,27.7
Bogota,11/10/2022,14.4
Medellin,11/10/2022,22.5
Cali,11/10/2022,27.1
Barranquilla,11/10/2022,29.1
Cartagena,11/10/2022,28.2
Bogota,12/10/2022,12.8
Medellin,12/10/2022,22.9
Cali,12/10/2022,28.5
Barranquilla,12/10/2022,30.9
Cartagena,12/10/2022,30.2
Bogota,13/10/2022,14.5
Medellin,13/10/2022,24.6
Cali,13/10/2022,25.4
Barranquilla,13/10/2022,29.8
Cartagena,13/10/2022,32.9
Bogota,14/10/2022,14.8
Medellin,14/10/2022,25.2
Cali,14/10/2022,25.8
Barranquilla,14/10/2022,28.7
Cartagena,14/10/2022,31.1
Bogota,15/10/2022,17.0
Medellin,15/10/2022,20.9
Cali,15/10/2022,26.2
Barranquilla,15/10/2022,30.4
Cartagena,15/10/2022,32.2
Bogota,16/10/2022,12.1
Medellin,16/10/2022,24.9
Cali,16/10/2022,27.4
Barranquilla,16/10/2022,33.8
Cartagena,16/10/2022,29.6
Bogota,17/10/2022,16.9
Medellin,17/10/2022,25.6
Cali,17/10/2022,29.8
Barranquilla,17/10/2022,32.0
Cartagena,17/10/2022,27.5
Bogota,18/10/2022,14.0
Medellin,18/10/2022,23.1
Cali,18/10/2022,30.0
Barranquilla,18/10/2022,31.9
Cartagena,18/10/2022,28.1
Bogota,19/10/2022,16.3
Medellin,19/10/2022,21.3
Cali,19/10/2022,29.6
Barranquilla,19/10/2022,28.8
Cartagena,19/10/2022,29.1
Bogota,20/10/2022,16.2
Medellin,20/10/2022,24.7
Cali,20/10/2022,24.1
Barranquilla,20/10/2022,28.9
Cartagena,20/10/2022,32.5
Bogota,21/10/2022,15.2
Medellin,21/10/2022,25.3
Cali,21/10/2022,25.5
Barranquilla,21/10/2022,28.9
Cartagena,21/10/2022,30.7
Bogota,22/10/2022,12.7
Medellin,22/10/2022,26.0
Cali,22/10/2022,29.2
Barranquilla,22/10/2022,28.8
Cartagena,22/10/2022,28.5
Bogota,23/10/2022,15.8
Medellin,23/10/2022,23.4
Cali,23/10/2022,28.5
Barranquilla,23/10/2022,29.6
Cartagena,23/10/2022,29.4
Bogota,24/10/2022,16.1
Medellin,24/10/2022,24.9
Cali,24/10/2022,25.5
Barranquilla,24/10/2022,29.8
Cartagena,24/10/2022,32.3
Bogota,25/10/2022,12.4
Medellin,25/10/2022,24.1
Cali,25/10/2022,26.7
Barranquilla,25/10/2022,33.2
Cartagena,25/10/2022,32.9
Bogota,26/10/2022,16.5
Medellin,26/10/2022,24.8
Cali,26/10/2022,26.2
Barranquilla,26/10/2022,31.2
Cartagena,26/10/2022,31.0
Bogota,27/10/2022,13.9
Medellin,27/10/2022,24.8
Cali,27/10/2022,24.2
Barranquilla,27/10/2022,31.1
Cartagena,27/10/2022,30.9
Bogota,28/10/2022,14.1
Medellin,28/10/2022,25.0
Cali,28/10/2022,27.8
Barranquilla,28/10/2022,31.7
Cartagena,28/10/2022,28.1
Bogota,29/10/2022,12.3
Medellin,29/10/2022,21.1
Cali,29/10/2022,27.4
Barranquilla,29/10/2022,32.3
Cartagena,29/10/2022,30.5
Bogota,30/10/2022,12.7
Medellin,30/10/2022,25.9
Cali,30/10/2022,27.0
Barranquilla,30/10/2022,33.1
Cartagena,30/10/2022,31.5
Bogota,31/10/2022,16.5
Medellin,31/10/2022,25.9
Cali,31/10/2022,24.8
Barranquilla,31/10/2022,33.1
Cartagena,31/10/2022,27.1
Bogota,01/11/2022,13.0
Medellin,01/11/2022,21.6
Cali,01/11/2022,26.8
Barranquilla,01/11/2022,31.7
Cartagena,01/11/2022,27.6
Bogota,02/11/2022,16.3
Medellin,02/11/2022,24.6
Cali,02/11/2022,27.0
Barranquilla,02/11/2022,29.6
Cartagena,02/11/2022,32.0
Bogota,03/11/2022,16.6
Medellin,03/11/2022,25.7
Cali,03/11/2022,29.6
Barranquilla,03/11/2022,33.8
Cartagena,03/11/2022,30.5
Bogota,04/11/2022,16.1
Medellin,04/11/2022,22.7
Cali,04/11/2022,26.6
Barranquilla,04/11/2022,29.1
Cartagena,04/11/2022,30.7
Bogota,05/11/2022,15.8
Medellin,05/11/2022,21.3
Cali,05/11/2022,26.6
Barranquilla,05/11/2022,31.1
Cartagena,05/11/2022,28.3
Bogota,06/11/2022,12.4
Medellin,06/11/2022,21.8
Cali,06/11/2022,28.7
Barranquilla,06/11/2022,30.3
Cartagena,06/11/2022,29.4
Bogota,07/11/2022,16.0
Medellin,07/11/2022,22.5
Cali,07/11/2022,29.7
Barranquilla,07/11/2022,32.6
Cartagena,07/11/2022,29.7
Bogota,08/11/2022,12.8
Medellin,08/11/2022,20.5
Cali,08/11/2022,29.7
Barranquilla,08/11/2022,29.8
Cartagena,08/11/2022,29.4
Bogota,09/11/2022,15.6
Medellin,09/11/2022,22.9
Cali,09/11/2022,24.6
Barranquilla,09/11/2022,29.7
Cartagena,09/11/2022,31.0
Bogota,10/11/2022,13.2
Medellin,10/11/2022,24.9
Cali,10/11/2022,29.3
Barranquilla,10/11/2022,29.9
Cartagena,10/11/2022,28.0
Bogota,11/11/2022,14.0
Medellin,11/11/2022,20.1
Cali,11/11/2022,24.6
Barranquilla,11/11/2022,29.2
Cartagena,11/11/2022,32.2
Bogota,12/11/2022,12.6
Medellin,12/11/2022,21.5
Cali,12/11/2022,26.2
Barranquilla,12/11/2022,30.2
Cartagena,12/11/2022,28.3
Bogota,13/11/2022,14.4
Medellin,13/11/2022,24.8
Cali,13/11/2022,28.7
Barranquilla,13/11/2022,29.9
Cartagena,13/11/2022,31.7
Bogota,14/11/2022,13.4
Medellin,14/11/2022,20.7
Cali,14/11/2022,28.6
Barranquilla,14/11/2022,30.8
Cartagena,14/11/2022,29.4
Bogota,15/11/2022,16.7
Medellin,15/11/2022,24.7
Cali,15/11/2022,25.2
Barranquilla,15/11/2022,28.9
Cartagena,15/11/2022,30.8
Bogota,16/11/2022,15.5
Medellin,16/11/2022,21.6
Cali,16/11/2022,28.1
Barranquilla,16/11/2022,32.4
Cartagena,16/11/2022,29.0
Bogota,17/11/2022,14.4
Medellin,17/11/2022,25.4
Cali,17/11/2022,25.4
Barranquilla,17/11/2022,29.5
Cartagena,17/11/2022,29.6
Bogota,18/11/2022,14.7
Medellin,18/11/2022,23.7
Cali,18/11/2022,24.4
Barranquilla,18/11/2022,31.2
Cartagena,18/11/2022,32.0
Bogota,19/11/2022,14.5
Medellin,19/11/2022,21.5
Cali,19/11/2022,29.6
Barranquilla,19/11/2022,30.4
Cartagena,19/11/2022,27.2
Bogota,20/11/2022,13.3
Medellin,20/11/2022,23.5
Cali,20/11/2022,27.2
Barranquilla,20/11/2022,29.8
Cartagena,20/11/2022,28.8
Bogota,21/11/2022,15.8
Medellin,21/11/2022,20.6
Cali,21/11/2022,25.3
Barranquilla,21/11/2022,32.5
Cartagena,21/11/2022,30.7
Bogota,22/11/2022,16.8
Medellin,22/11/2022,22.7
Cali,22/11/2022,24.3
Barranquilla,22/11/2022,31.6
Cartagena,22/11/2022,32.9
Bogota,23/11/2022,13.7
Medellin,23/11/2022,21.8
Cali,23/11/2022,25.9
Barranquilla,23/11/2022,31.8
Cartagena,23/11/2022,32.3
Bogota,24/11/2022,15.1
Medellin,24/11/2022,23.7
Cali,24/11/2022,29.7
Barranquilla,24/11/2022,28.5
Cartagena,24/11/2022,29.0
Bogota,25/11/2022,12.2
Medellin,25/11/2022,24.4
Cali,25/11/2022,27.5
Barranquilla,25/11/2022,30.6
Cartagena,25/11/2022,30.7
Bogota,26/11/2022,16.8
Medellin,26/11/2022,20.7
Cali,26/11/2022,25.9
Barranquilla,26/11/2022,28.7
Cartagena,26/11/2022,27.7
Bogota,27/11/2022,12.8
Medellin,27/11/2022,23.7
Cali,27/11/2022,26.4
Barranquilla,27/11/2022,30.3
Cartagena,27/11/2022,28.8
Bogota,28/11/2022,12.8
Medellin,28/11/2022,23.9
Cali,28/11/2022,26.5
Barranquilla,28/11/2022,30.4
Cartagena,28/11/2022,32.2
Bogota,29/11/2022,13.1
Medellin,29/11/2022,24.8
Cali,29/11/2022,25.5
Barranquilla,29/11/2022,30.5
Cartagena,29/11/2022,28.8
Bogota,30/11/2022,15.5
Medellin,30/11/2022,25.3
Cali,30/11/2022,26.1
Barranquilla,30/11/2022,33.0
Cartagena,30/11/2022,31.5
Bogota,01/12/2022,15.3
Medellin,01/12/2022,24.3
Cali,01/12/2022,24.3
Barranquilla,01/12/2022,28.5
Cartagena,01/12/2022,31.6
Bogota,02/12/2022,15.1
Medellin,02/12/2022,25.4
Cali,02/12/2022,26.9
Barranquilla,02/12/2022,29.8
Cartagena,02/12/2022,27.4
Bogota,03/12/2022,16.1
Medellin,03/12/2022,22.1
Cali,03/12/2022,28.2
Barranquilla,03/12/2022,32.0
Cartagena,03/12/2022,31.3
Bogota,04/12/2022,15.0
Medellin,04/12/2022,24.2
Cali,04/12/2022,29.6
Barranquilla,04/12/2022,29.4
Cartagena,04/12/2022,32.5
Bogota,05/12/2022,16.8
Medellin,05/12/2022,23.5
Cali,05/12/2022,28.1
Barranquilla,05/12/2022,29.4
Cartagena,05/12/2022,31.7
Bogota,06/12/2022,12.8
Medellin,06/12/2022,21.8
Cali,06/12/2022,26.5
Barranquilla,06/12/2022,33.5
Cartagena,06/12/2022,29.4
Bogota,07/12/2022,16.5
Medellin,07/12/2022,23.7
Cali,07/12/2022,28.9
